"url","abstract","short_abstract","T5","BART","BART-CNN","abs","choice"
"211_a.C.","Il 211 a.C. (CCXI a.C. in numeri romani) è un anno del III secolo a.C.","Il 211 a.C. (CCXI a.C. in numeri romani) è un anno del III secolo a.C.","il 211 a.c. (CCXI a.c. in numeri romani) è un anno del III secolo a.c.","Il 211 a.C. (CCXI a.C. in numeri romani) è un anno del III secolo a.C.","Il 211 a.C. (CCXI a. c. in numeri romani) è un anno del III secolo a.c. (CXI) in numero romani. In numeri italiani, italiano è ""C"" or ""C"", in Italian, ""c"" â’ “c” or “C’”.","In numeri romani, 211 A.C. in numeri Romani means ""in numero romani"" 211 a.c. means ""the third year of the third century"" in Latin, ""a.c"" means ""first year"" or ""the year""","{{short_abstract}}"
"211_a.C.","Il 211 a.C. (CCXI a.C. in numeri romani) è un anno del III secolo a.C.","Il 211 a.C. (CCXI a.C. in numeri romani) è un anno del III secolo a.C.","il 211 a.c. (CCXI a.c. in numeri romani) è un anno del III secolo a.c.","Il 211 a.C. (CCXI a.C. in numeri romani) è un anno del III secolo a.C.","Il 211 a.C. (CCXI a. c. in numeri romani) è un anno del III secolo a.c. (CXI) in numero romani. In numeri italiani, italiano è ""C"" or ""C"", in Italian, ""c"" â’ “c” or “C’”.","In numeri romani, 211 A.C. in numeri Romani means ""in numero romani"" 211 a.c. means ""the third year of the third century"" in Latin, ""a.c"" means ""first year"" or ""the year""","{{short_abstract}}"
"30_a.C.","Il 30 a.C. (XXX a.C. in numeri romani) è un anno del I secolo a.C.","Il 30 a.C. (XXX a.C. in numeri romani) è un anno del I secolo a.C.","il 30 a.c. (XXX a.c. in numeri romani) è un anno del I secolo a.c.","Il 30 a.C. (XXX a.C. in numeri romani) è un anno del I secolo a.C.","Il 30 a.C. (XXX a. c. in numeri romani) è un anno del I secolo a.c. (I secolo of the Roman Empire) It is the 30th year of the Isecolo of The Roman Empire (II secolo)","""30 A.C. in numeri romani"" is 30 years since the first anniversary of the U.S. invasion of World War II. ""30 a.C."" is the number of years in which the United States has been at war with Italy. "" 30 A.c.","{{short_abstract}}"
"30_a.C.","Il 30 a.C. (XXX a.C. in numeri romani) è un anno del I secolo a.C.","Il 30 a.C. (XXX a.C. in numeri romani) è un anno del I secolo a.C.","il 30 a.c. (XXX a.c. in numeri romani) è un anno del I secolo a.c.","Il 30 a.C. (XXX a.C. in numeri romani) è un anno del I secolo a.C.","Il 30 a.C. (XXX a. c. in numeri romani) è un anno del I secolo a.c. (I secolo of the Roman Empire) It is the 30th year of the Isecolo of The Roman Empire (II secolo)","""30 A.C. in numeri romani"" is 30 years since the first anniversary of the U.S. invasion of World War II. ""30 a.C."" is the number of years in which the United States has been at war with Italy. "" 30 A.c.","{{short_abstract}}"
"30_a.C.","Il 30 a.C. (XXX a.C. in numeri romani) è un anno del I secolo a.C.","Il 30 a.C. (XXX a.C. in numeri romani) è un anno del I secolo a.C.","il 30 a.c. (XXX a.c. in numeri romani) è un anno del I secolo a.c.","Il 30 a.C. (XXX a.C. in numeri romani) è un anno del I secolo a.C.","Il 30 a.C. (XXX a. c. in numeri romani) è un anno del I secolo a.c. (I secolo of the Roman Empire) It is the 30th year of the Isecolo of The Roman Empire (II secolo)","""30 A.C. in numeri romani"" is 30 years since the first anniversary of the U.S. invasion of World War II. ""30 a.C."" is the number of years in which the United States has been at war with Italy. "" 30 A.c.","{{short_abstract}}"
"565_a.C.","Il 565 a.C. (DLXV a.C. in numeri romani) è un anno del VI secolo a.C.","Il 565 a.C. (DLXV a.C. in numeri romani) è un anno del VI secolo a.C.","Il 565 a.c. (DLXV a.c. in numeri romani) è un anno del VI secolo a.c.","Il 565 a.C. (DLXV a.C. in numeri romani) è un anno del VI secolo a.C.","Il 565 a.C. (DLXV a. c. in numeri romani) è un anno del VI secolo a.c. (VIII) in numero. In numeri italiani, italiano è ""VIII"" in numera.","565 A.C. (dlxv a.c. in numeri romani) â‚¬ un anno del vi secolo a.C., â¬ 565 a.S. (DlxV a.L.C.) â€” un anni del vi Secolo A.","{{short_abstract}}"
"565_a.C.","Il 565 a.C. (DLXV a.C. in numeri romani) è un anno del VI secolo a.C.","Il 565 a.C. (DLXV a.C. in numeri romani) è un anno del VI secolo a.C.","Il 565 a.c. (DLXV a.c. in numeri romani) è un anno del VI secolo a.c.","Il 565 a.C. (DLXV a.C. in numeri romani) è un anno del VI secolo a.C.","Il 565 a.C. (DLXV a. c. in numeri romani) è un anno del VI secolo a.c. (VIII) in numero. In numeri italiani, italiano è ""VIII"" in numera.","565 A.C. (dlxv a.c. in numeri romani) â‚¬ un anno del vi secolo a.C., â¬ 565 a.S. (DlxV a.L.C.) â€” un anni del vi Secolo A.","{{BART}}"
"565_a.C.","Il 565 a.C. (DLXV a.C. in numeri romani) è un anno del VI secolo a.C.","Il 565 a.C. (DLXV a.C. in numeri romani) è un anno del VI secolo a.C.","Il 565 a.c. (DLXV a.c. in numeri romani) è un anno del VI secolo a.c.","Il 565 a.C. (DLXV a.C. in numeri romani) è un anno del VI secolo a.C.","Il 565 a.C. (DLXV a. c. in numeri romani) è un anno del VI secolo a.c. (VIII) in numero. In numeri italiani, italiano è ""VIII"" in numera.","565 A.C. (dlxv a.c. in numeri romani) â‚¬ un anno del vi secolo a.C., â¬ 565 a.S. (DlxV a.L.C.) â€” un anni del vi Secolo A.","{{short_abstract}}"
"655","Il 655 (DCLV in numeri romani) è un anno del VII secolo.","Il 655 (DCLV in numeri romani) è un anno del VII secolo.","il 655 (DCLV in numeri romani) è un anno del VII secolo. il 655 è un anno del Xvii secolo.","Il 655 (DCLV in numeri romani) è un anno del VII secolo.","Summarize: Il 655 (DCLV in numeri romani) è un anno del VII secolo. In numeri italiani, italiano,  "" 655"" significa "" 655"" or ""655"" in Italian.","""DCLV in numeri romani"" is the name of an album by U2 singer Billie Jean, released in 1970. The album was released in Italy in 1970, and later released in the U.S. in 1994. ""Dclv"" is one of the most popular albums of all time, with over 6 million downloads.","{{short_abstract}}"
"655","Il 655 (DCLV in numeri romani) è un anno del VII secolo.","Il 655 (DCLV in numeri romani) è un anno del VII secolo.","il 655 (DCLV in numeri romani) è un anno del VII secolo. il 655 è un anno del Xvii secolo.","Il 655 (DCLV in numeri romani) è un anno del VII secolo.","Summarize: Il 655 (DCLV in numeri romani) è un anno del VII secolo. In numeri italiani, italiano,  "" 655"" significa "" 655"" or ""655"" in Italian.","""DCLV in numeri romani"" is the name of an album by U2 singer Billie Jean, released in 1970. The album was released in Italy in 1970, and later released in the U.S. in 1994. ""Dclv"" is one of the most popular albums of all time, with over 6 million downloads.","{{short_abstract}}"
"655","Il 655 (DCLV in numeri romani) è un anno del VII secolo.","Il 655 (DCLV in numeri romani) è un anno del VII secolo.","il 655 (DCLV in numeri romani) è un anno del VII secolo. il 655 è un anno del Xvii secolo.","Il 655 (DCLV in numeri romani) è un anno del VII secolo.","Summarize: Il 655 (DCLV in numeri romani) è un anno del VII secolo. In numeri italiani, italiano,  "" 655"" significa "" 655"" or ""655"" in Italian.","""DCLV in numeri romani"" is the name of an album by U2 singer Billie Jean, released in 1970. The album was released in Italy in 1970, and later released in the U.S. in 1994. ""Dclv"" is one of the most popular albums of all time, with over 6 million downloads.","{{short_abstract}}"
"962","Il 962 (CMLXII in numeri romani) è un anno del X secolo.","Il 962 (CMLXII in numeri romani) è un anno del X secolo.","il 962 è un anno del X secolo. il 962 è un anno del X secolo. il 962 è un anno del X secolo.","Il 962 (CMLXII in numeri romani) è un anno del X secolo.","<s>Il 962 (CMLXII in numeri romani) è un anno del X secolo. Il 962, in numero romani, è il 962nd anno of the 962th year of the first world war.","962 (cmlxii in numeri romani) ì un anno del x secolo. 962 is the number of the Millennium Falcon in the constellation of Saturnus. The Falcon is the second most populous bird in the world, after the Milky Way.","{{short_abstract}}"
"962","Il 962 (CMLXII in numeri romani) è un anno del X secolo.","Il 962 (CMLXII in numeri romani) è un anno del X secolo.","il 962 è un anno del X secolo. il 962 è un anno del X secolo. il 962 è un anno del X secolo.","Il 962 (CMLXII in numeri romani) è un anno del X secolo.","<s>Il 962 (CMLXII in numeri romani) è un anno del X secolo. Il 962, in numero romani, è il 962nd anno of the 962th year of the first world war.","962 (cmlxii in numeri romani) ì un anno del x secolo. 962 is the number of the Millennium Falcon in the constellation of Saturnus. The Falcon is the second most populous bird in the world, after the Milky Way.","{{short_abstract}}"
"962","Il 962 (CMLXII in numeri romani) è un anno del X secolo.","Il 962 (CMLXII in numeri romani) è un anno del X secolo.","il 962 è un anno del X secolo. il 962 è un anno del X secolo. il 962 è un anno del X secolo.","Il 962 (CMLXII in numeri romani) è un anno del X secolo.","<s>Il 962 (CMLXII in numeri romani) è un anno del X secolo. Il 962, in numero romani, è il 962nd anno of the 962th year of the first world war.","962 (cmlxii in numeri romani) ì un anno del x secolo. 962 is the number of the Millennium Falcon in the constellation of Saturnus. The Falcon is the second most populous bird in the world, after the Milky Way.","{{short_abstract}}"
"Abbone_di_Provenza","Era figlio di Felice e di Rustica. Come governatore franco della Moriana e di Susa fondò il 30 gennaio 726 l' abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo di Susa e aveva eretto il monastero su terre di sua proprietà. Il monastero era indipendente dal vescovo di Susa e Abbone vi nominò primo abate san Godone. Tale fondazione aveva un valore prettamente strategico in quanto i Franchi puntavano su questi monasteri per avere il controllo dei passi delle Alpi, tra i quali il passo del Moncenisio, per contrastare i Longobardi. Qualche decina di chilometri a valle di Novalesa, infatti, al limitare della parte montana della Valle di Susa e della probabile zona di influenza del cenobio novalicense dell'VIII secolo, sorgevano i confini e le Chiuse longobarde, forse un sistema di fortificazioni più che un muro, che ancora oggi dà il nome a Chiusa di San Michele.Di Abbone non si hanno più notizie e non si conosce la data della morte. La sepoltura avvenne probabilmente presso l'Abbazia di Novalesa, cui Abbone testò morendo. Qui è stata trovata presso il fianco meridionale della chiesa una tomba coeva alla fondazione ecclesiale, che potrebbe essere attribuita al fondatore.","Abbone (verso il 685 – verso il 739) è stato un nobile franco, fu duca di Provenza, nel secondo e terzo decennio dell'VIII secolo.","abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo di Susa e vi nomin<unk> primo ab","Era figlio di Felice e di Rustica. Come governatore franco della Moriana e di Susa fondò il 30 gennaio 726 l' abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo di Susa e aveva eretto il monastero su terre di sua proprietà.","Come governatore franco della Moriana e di Susa fondù l' abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo of Susa. La sepoltura avvenne prob","Abbazia della novalesa dedicata ai santi pietro e andrea in val cenischia, a poca distanza dal colle del moncenisio. Abbone aveva ottenuto il consenso of questa fondazione dal vescovo di susa e aveveva eretto il monastero.","{{short_abstract}}"
"Abbone_di_Provenza","Era figlio di Felice e di Rustica. Come governatore franco della Moriana e di Susa fondò il 30 gennaio 726 l' abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo di Susa e aveva eretto il monastero su terre di sua proprietà. Il monastero era indipendente dal vescovo di Susa e Abbone vi nominò primo abate san Godone. Tale fondazione aveva un valore prettamente strategico in quanto i Franchi puntavano su questi monasteri per avere il controllo dei passi delle Alpi, tra i quali il passo del Moncenisio, per contrastare i Longobardi. Qualche decina di chilometri a valle di Novalesa, infatti, al limitare della parte montana della Valle di Susa e della probabile zona di influenza del cenobio novalicense dell'VIII secolo, sorgevano i confini e le Chiuse longobarde, forse un sistema di fortificazioni più che un muro, che ancora oggi dà il nome a Chiusa di San Michele.Di Abbone non si hanno più notizie e non si conosce la data della morte. La sepoltura avvenne probabilmente presso l'Abbazia di Novalesa, cui Abbone testò morendo. Qui è stata trovata presso il fianco meridionale della chiesa una tomba coeva alla fondazione ecclesiale, che potrebbe essere attribuita al fondatore.","Abbone (verso il 685 – verso il 739) è stato un nobile franco, fu duca di Provenza, nel secondo e terzo decennio dell'VIII secolo.","abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo di Susa e vi nomin<unk> primo ab","Era figlio di Felice e di Rustica. Come governatore franco della Moriana e di Susa fondò il 30 gennaio 726 l' abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo di Susa e aveva eretto il monastero su terre di sua proprietà.","Come governatore franco della Moriana e di Susa fondù l' abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo of Susa. La sepoltura avvenne prob","Abbazia della novalesa dedicata ai santi pietro e andrea in val cenischia, a poca distanza dal colle del moncenisio. Abbone aveva ottenuto il consenso of questa fondazione dal vescovo di susa e aveveva eretto il monastero.","{{short_abstract}}"
"Abbone_di_Provenza","Era figlio di Felice e di Rustica. Come governatore franco della Moriana e di Susa fondò il 30 gennaio 726 l' abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo di Susa e aveva eretto il monastero su terre di sua proprietà. Il monastero era indipendente dal vescovo di Susa e Abbone vi nominò primo abate san Godone. Tale fondazione aveva un valore prettamente strategico in quanto i Franchi puntavano su questi monasteri per avere il controllo dei passi delle Alpi, tra i quali il passo del Moncenisio, per contrastare i Longobardi. Qualche decina di chilometri a valle di Novalesa, infatti, al limitare della parte montana della Valle di Susa e della probabile zona di influenza del cenobio novalicense dell'VIII secolo, sorgevano i confini e le Chiuse longobarde, forse un sistema di fortificazioni più che un muro, che ancora oggi dà il nome a Chiusa di San Michele.Di Abbone non si hanno più notizie e non si conosce la data della morte. La sepoltura avvenne probabilmente presso l'Abbazia di Novalesa, cui Abbone testò morendo. Qui è stata trovata presso il fianco meridionale della chiesa una tomba coeva alla fondazione ecclesiale, che potrebbe essere attribuita al fondatore.","Abbone (verso il 685 – verso il 739) è stato un nobile franco, fu duca di Provenza, nel secondo e terzo decennio dell'VIII secolo.","abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo di Susa e vi nomin<unk> primo ab","Era figlio di Felice e di Rustica. Come governatore franco della Moriana e di Susa fondò il 30 gennaio 726 l' abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo di Susa e aveva eretto il monastero su terre di sua proprietà.","Come governatore franco della Moriana e di Susa fondù l' abbazia della Novalesa dedicata ai santi Pietro e Andrea in val Cenischia, a poca distanza dal Colle del Moncenisio. Abbone aveva ottenuto il consenso di questa fondazione dal vescovo of Susa. La sepoltura avvenne prob","Abbazia della novalesa dedicata ai santi pietro e andrea in val cenischia, a poca distanza dal colle del moncenisio. Abbone aveva ottenuto il consenso of questa fondazione dal vescovo di susa e aveveva eretto il monastero.","{{short_abstract}}"
"Acidi_carbossilici","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un gruppo carbonilico (C=O).","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato a un gruppo carbonilico (C=O). Gli acidi carbossilici possono essere alifatici o aromatici, a seconda che il gruppo carbossilico si leghi a un radicale alifatico o a un anello benzenico.","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un gruppo carbonilico (C=O).","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un gruppo carbonilico (C=O).","summarize: Gli acidi carbossilici (o acidi organici) sono compostiorganici. Contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un grupo carbonilico (C=O)","Acidi carbossilici (o acidi organici) are composti that contengono il gruppo carbossilico o carbossile (-cooh), un gruppo ossidrilico (-oh) legato ad un Gruppo carbonilico (c=o)","{{T5}}"
"Acidi_carbossilici","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un gruppo carbonilico (C=O).","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato a un gruppo carbonilico (C=O). Gli acidi carbossilici possono essere alifatici o aromatici, a seconda che il gruppo carbossilico si leghi a un radicale alifatico o a un anello benzenico.","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un gruppo carbonilico (C=O).","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un gruppo carbonilico (C=O).","summarize: Gli acidi carbossilici (o acidi organici) sono compostiorganici. Contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un grupo carbonilico (C=O)","Acidi carbossilici (o acidi organici) are composti that contengono il gruppo carbossilico o carbossile (-cooh), un gruppo ossidrilico (-oh) legato ad un Gruppo carbonilico (c=o)","{{T5}}"
"Acidi_carbossilici","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un gruppo carbonilico (C=O).","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato a un gruppo carbonilico (C=O). Gli acidi carbossilici possono essere alifatici o aromatici, a seconda che il gruppo carbossilico si leghi a un radicale alifatico o a un anello benzenico.","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un gruppo carbonilico (C=O).","Gli acidi carbossilici (o acidi organici) sono composti organici che contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un gruppo carbonilico (C=O).","summarize: Gli acidi carbossilici (o acidi organici) sono compostiorganici. Contengono il gruppo carbossilico o carbossile (-COOH), ovvero un gruppo ossidrilico (-OH) legato ad un grupo carbonilico (C=O)","Acidi carbossilici (o acidi organici) are composti that contengono il gruppo carbossilico o carbossile (-cooh), un gruppo ossidrilico (-oh) legato ad un Gruppo carbonilico (c=o)","{{T5}}"
